hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240126,02,10,1-5-3,0,1,A2,5.43,44.25,0.0003,2.0,1.0,60.0,5,A1,6.5,34.86,0.11,6.0,6.0,3,A1,44.19,0.05,1.0,5.0,-0.1097,79.11,0,0,8.0,7.0,1,1
20240126,02,10,1-5-4,0,1,A2,5.43,44.25,0.0003,2.0,1.0,60.0,5,A1,6.5,34.86,0.11,6.0,6.0,4,B1,47.29,0.001,3.0,2.0,-0.1097,79.11,0,0,8.0,7.0,1,1
20240126,02,10,1-5-6,0,1,A2,5.43,44.25,0.0003,2.0,1.0,60.0,5,A1,6.5,34.86,0.11,6.0,6.0,6,B1,34.86,0.0013,5.0,3.0,-0.1097,79.11,0,0,8.0,7.0,1,1
20240126,02,10,1-6-2,0,1,A2,5.43,44.25,0.0003,2.0,1.0,60.0,6,B1,4.52,34.86,0.0013,5.0,3.0,2,A1,29.0,0.02,4.0,4.0,-0.001,79.11,0,0,8.0,7.0,1,1
20240126,02,10,1-6-3,0,1,A2,5.43,44.25,0.0003,2.0,1.0,60.0,6,B1,4.52,34.86,0.0013,5.0,3.0,3,A1,44.19,0.05,1.0,5.0,-0.001,79.11,0,0,8.0,7.0,1,1
20240126,02,10,1-6-4,0,1,A2,5.43,44.25,0.0003,2.0,1.0,60.0,6,B1,4.52,34.86,0.0013,5.0,3.0,4,B1,47.29,0.001,3.0,2.0,-0.001,79.11,0,0,8.0,7.0,1,1
20240126,02,10,1-6-5,0,1,A2,5.43,44.25,0.0003,2.0,1.0,60.0,6,B1,4.52,34.86,0.0013,5.0,3.0,5,A1,34.86,0.11,6.0,6.0,-0.001,79.11,0,0,8.0,7.0,1,1
20240126,02,10,2-1-3,1,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,1,A2,5.43,44.25,0.0003,2.0,1.0,3,A1,44.19,0.05,1.0,5.0,0.0197,73.25,0,1,8.0,7.0,1,1
20240126,02,10,2-1-4,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,1,A2,5.43,44.25,0.0003,2.0,1.0,4,B1,47.29,0.001,3.0,2.0,0.0197,73.25,0,1,8.0,7.0,1,1
20240126,02,10,2-1-5,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,1,A2,5.43,44.25,0.0003,2.0,1.0,5,A1,34.86,0.11,6.0,6.0,0.0197,73.25,0,1,8.0,7.0,1,1
20240126,02,10,2-1-6,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,1,A2,5.43,44.25,0.0003,2.0,1.0,6,B1,34.86,0.0013,5.0,3.0,0.0197,73.25,0,1,8.0,7.0,1,1
20240126,02,10,2-3-1,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,3,A1,6.22,44.19,0.05,1.0,5.0,1,A2,44.25,0.0003,2.0,1.0,-0.030000000000000002,73.19,0,0,8.0,7.0,1,1
20240126,02,10,2-3-4,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,3,A1,6.22,44.19,0.05,1.0,5.0,4,B1,47.29,0.001,3.0,2.0,-0.030000000000000002,73.19,0,0,8.0,7.0,1,1
20240126,02,10,2-3-5,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,3,A1,6.22,44.19,0.05,1.0,5.0,5,A1,34.86,0.11,6.0,6.0,-0.030000000000000002,73.19,0,0,8.0,7.0,1,1
20240126,02,10,2-3-6,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,3,A1,6.22,44.19,0.05,1.0,5.0,6,B1,34.86,0.0013,5.0,3.0,-0.030000000000000002,73.19,0,0,8.0,7.0,1,1
20240126,02,10,2-4-1,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,4,B1,4.73,47.29,0.001,3.0,2.0,1,A2,44.25,0.0003,2.0,1.0,0.019,76.28999999999999,0,0,8.0,7.0,1,1
20240126,02,10,2-4-3,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,4,B1,4.73,47.29,0.001,3.0,2.0,3,A1,44.19,0.05,1.0,5.0,0.019,76.28999999999999,0,0,8.0,7.0,1,1
20240126,02,10,2-4-5,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,4,B1,4.73,47.29,0.001,3.0,2.0,5,A1,34.86,0.11,6.0,6.0,0.019,76.28999999999999,0,0,8.0,7.0,1,1
20240126,02,10,2-4-6,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,4,B1,4.73,47.29,0.001,3.0,2.0,6,B1,34.86,0.0013,5.0,3.0,0.019,76.28999999999999,0,0,8.0,7.0,1,1
20240126,02,10,2-5-1,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,5,A1,6.5,34.86,0.11,6.0,6.0,1,A2,44.25,0.0003,2.0,1.0,-0.09,63.86,0,0,8.0,7.0,1,1
20240126,02,10,2-5-3,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,5,A1,6.5,34.86,0.11,6.0,6.0,3,A1,44.19,0.05,1.0,5.0,-0.09,63.86,0,0,8.0,7.0,1,1
20240126,02,10,2-5-4,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,5,A1,6.5,34.86,0.11,6.0,6.0,4,B1,47.29,0.001,3.0,2.0,-0.09,63.86,0,0,8.0,7.0,1,1
20240126,02,10,2-5-6,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,5,A1,6.5,34.86,0.11,6.0,6.0,6,B1,34.86,0.0013,5.0,3.0,-0.09,63.86,0,0,8.0,7.0,1,1
20240126,02,10,2-6-1,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,6,B1,4.52,34.86,0.0013,5.0,3.0,1,A2,44.25,0.0003,2.0,1.0,0.0187,63.86,0,0,8.0,7.0,1,1
20240126,02,10,2-6-3,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,6,B1,4.52,34.86,0.0013,5.0,3.0,3,A1,44.19,0.05,1.0,5.0,0.0187,63.86,0,0,8.0,7.0,1,1
20240126,02,10,2-6-4,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,6,B1,4.52,34.86,0.0013,5.0,3.0,4,B1,47.29,0.001,3.0,2.0,0.0187,63.86,0,0,8.0,7.0,1,1
20240126,02,10,2-6-5,0,2,A1,6.9,29.0,0.02,4.0,4.0,28.2,6,B1,4.52,34.86,0.0013,5.0,3.0,5,A1,34.86,0.11,6.0,6.0,0.0187,63.86,0,0,8.0,7.0,1,1
20240126,02,10,3-1-2,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,1,A2,5.43,44.25,0.0003,2.0,1.0,2,A1,29.0,0.02,4.0,4.0,0.0497,88.44,0,1,8.0,7.0,1,1
20240126,02,10,3-1-4,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,1,A2,5.43,44.25,0.0003,2.0,1.0,4,B1,47.29,0.001,3.0,2.0,0.0497,88.44,0,1,8.0,7.0,1,1
20240126,02,10,3-1-5,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,1,A2,5.43,44.25,0.0003,2.0,1.0,5,A1,34.86,0.11,6.0,6.0,0.0497,88.44,0,1,8.0,7.0,1,1
20240126,02,10,3-1-6,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,1,A2,5.43,44.25,0.0003,2.0,1.0,6,B1,34.86,0.0013,5.0,3.0,0.0497,88.44,0,1,8.0,7.0,1,1
20240126,02,10,3-2-1,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,2,A1,6.9,29.0,0.02,4.0,4.0,1,A2,44.25,0.0003,2.0,1.0,0.030000000000000002,73.19,0,0,8.0,7.0,1,1
20240126,02,10,3-2-4,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,2,A1,6.9,29.0,0.02,4.0,4.0,4,B1,47.29,0.001,3.0,2.0,0.030000000000000002,73.19,0,0,8.0,7.0,1,1
20240126,02,10,3-2-5,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,2,A1,6.9,29.0,0.02,4.0,4.0,5,A1,34.86,0.11,6.0,6.0,0.030000000000000002,73.19,0,0,8.0,7.0,1,1
20240126,02,10,3-2-6,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,2,A1,6.9,29.0,0.02,4.0,4.0,6,B1,34.86,0.0013,5.0,3.0,0.030000000000000002,73.19,0,0,8.0,7.0,1,1
20240126,02,10,3-4-1,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,4,B1,4.73,47.29,0.001,3.0,2.0,1,A2,44.25,0.0003,2.0,1.0,0.049,91.47999999999999,0,0,8.0,7.0,1,1
20240126,02,10,3-4-2,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,4,B1,4.73,47.29,0.001,3.0,2.0,2,A1,29.0,0.02,4.0,4.0,0.049,91.47999999999999,0,0,8.0,7.0,1,1
20240126,02,10,3-4-5,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,4,B1,4.73,47.29,0.001,3.0,2.0,5,A1,34.86,0.11,6.0,6.0,0.049,91.47999999999999,0,0,8.0,7.0,1,1
20240126,02,10,3-4-6,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,4,B1,4.73,47.29,0.001,3.0,2.0,6,B1,34.86,0.0013,5.0,3.0,0.049,91.47999999999999,0,0,8.0,7.0,1,1
20240126,02,10,3-5-1,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,5,A1,6.5,34.86,0.11,6.0,6.0,1,A2,44.25,0.0003,2.0,1.0,-0.06,79.05,0,0,8.0,7.0,1,1
20240126,02,10,3-5-2,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,5,A1,6.5,34.86,0.11,6.0,6.0,2,A1,29.0,0.02,4.0,4.0,-0.06,79.05,0,0,8.0,7.0,1,1
20240126,02,10,3-5-4,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,5,A1,6.5,34.86,0.11,6.0,6.0,4,B1,47.29,0.001,3.0,2.0,-0.06,79.05,0,0,8.0,7.0,1,1
20240126,02,10,3-5-6,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,5,A1,6.5,34.86,0.11,6.0,6.0,6,B1,34.86,0.0013,5.0,3.0,-0.06,79.05,0,0,8.0,7.0,1,1
20240126,02,10,3-6-1,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,6,B1,4.52,34.86,0.0013,5.0,3.0,1,A2,44.25,0.0003,2.0,1.0,0.0487,79.05,0,0,8.0,7.0,1,1
20240126,02,10,3-6-2,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,6,B1,4.52,34.86,0.0013,5.0,3.0,2,A1,29.0,0.02,4.0,4.0,0.0487,79.05,0,0,8.0,7.0,1,1
20240126,02,10,3-6-4,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,6,B1,4.52,34.86,0.0013,5.0,3.0,4,B1,47.29,0.001,3.0,2.0,0.0487,79.05,0,0,8.0,7.0,1,1
20240126,02,10,3-6-5,0,3,A1,6.22,44.19,0.05,1.0,5.0,15.7,6,B1,4.52,34.86,0.0013,5.0,3.0,5,A1,34.86,0.11,6.0,6.0,0.0487,79.05,0,0,8.0,7.0,1,1
20240126,02,10,4-1-2,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,1,A2,5.43,44.25,0.0003,2.0,1.0,2,A1,29.0,0.02,4.0,4.0,0.0007000000000000001,91.53999999999999,1,1,8.0,7.0,1,1
20240126,02,10,4-1-3,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,1,A2,5.43,44.25,0.0003,2.0,1.0,3,A1,44.19,0.05,1.0,5.0,0.0007000000000000001,91.53999999999999,1,1,8.0,7.0,1,1
20240126,02,10,4-1-5,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,1,A2,5.43,44.25,0.0003,2.0,1.0,5,A1,34.86,0.11,6.0,6.0,0.0007000000000000001,91.53999999999999,1,1,8.0,7.0,1,1
20240126,02,10,4-1-6,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,1,A2,5.43,44.25,0.0003,2.0,1.0,6,B1,34.86,0.0013,5.0,3.0,0.0007000000000000001,91.53999999999999,1,1,8.0,7.0,1,1
20240126,02,10,4-2-1,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,2,A1,6.9,29.0,0.02,4.0,4.0,1,A2,44.25,0.0003,2.0,1.0,-0.019,76.28999999999999,1,0,8.0,7.0,1,1
20240126,02,10,4-2-3,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,2,A1,6.9,29.0,0.02,4.0,4.0,3,A1,44.19,0.05,1.0,5.0,-0.019,76.28999999999999,1,0,8.0,7.0,1,1
20240126,02,10,4-2-5,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,2,A1,6.9,29.0,0.02,4.0,4.0,5,A1,34.86,0.11,6.0,6.0,-0.019,76.28999999999999,1,0,8.0,7.0,1,1
20240126,02,10,4-2-6,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,2,A1,6.9,29.0,0.02,4.0,4.0,6,B1,34.86,0.0013,5.0,3.0,-0.019,76.28999999999999,1,0,8.0,7.0,1,1
20240126,02,10,4-3-1,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,3,A1,6.22,44.19,0.05,1.0,5.0,1,A2,44.25,0.0003,2.0,1.0,-0.049,91.47999999999999,1,0,8.0,7.0,1,1
20240126,02,10,4-3-2,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,3,A1,6.22,44.19,0.05,1.0,5.0,2,A1,29.0,0.02,4.0,4.0,-0.049,91.47999999999999,1,0,8.0,7.0,1,1
20240126,02,10,4-3-5,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,3,A1,6.22,44.19,0.05,1.0,5.0,5,A1,34.86,0.11,6.0,6.0,-0.049,91.47999999999999,1,0,8.0,7.0,1,1
20240126,02,10,4-3-6,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,3,A1,6.22,44.19,0.05,1.0,5.0,6,B1,34.86,0.0013,5.0,3.0,-0.049,91.47999999999999,1,0,8.0,7.0,1,1
20240126,02,10,4-5-1,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,5,A1,6.5,34.86,0.11,6.0,6.0,1,A2,44.25,0.0003,2.0,1.0,-0.109,82.15,1,0,8.0,7.0,1,1
20240126,02,10,4-5-2,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,5,A1,6.5,34.86,0.11,6.0,6.0,2,A1,29.0,0.02,4.0,4.0,-0.109,82.15,1,0,8.0,7.0,1,1
20240126,02,10,4-5-3,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,5,A1,6.5,34.86,0.11,6.0,6.0,3,A1,44.19,0.05,1.0,5.0,-0.109,82.15,1,0,8.0,7.0,1,1
20240126,02,10,4-5-6,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,5,A1,6.5,34.86,0.11,6.0,6.0,6,B1,34.86,0.0013,5.0,3.0,-0.109,82.15,1,0,8.0,7.0,1,1
20240126,02,10,4-6-1,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,6,B1,4.52,34.86,0.0013,5.0,3.0,1,A2,44.25,0.0003,2.0,1.0,-0.0002999999999999999,82.15,1,0,8.0,7.0,1,1
20240126,02,10,4-6-2,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,6,B1,4.52,34.86,0.0013,5.0,3.0,2,A1,29.0,0.02,4.0,4.0,-0.0002999999999999999,82.15,1,0,8.0,7.0,1,1
20240126,02,10,4-6-3,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,6,B1,4.52,34.86,0.0013,5.0,3.0,3,A1,44.19,0.05,1.0,5.0,-0.0002999999999999999,82.15,1,0,8.0,7.0,1,1
20240126,02,10,4-6-5,0,4,B1,4.73,47.29,0.001,3.0,2.0,7.6,6,B1,4.52,34.86,0.0013,5.0,3.0,5,A1,34.86,0.11,6.0,6.0,-0.0002999999999999999,82.15,1,0,8.0,7.0,1,1
20240126,02,10,5-1-2,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,1,A2,5.43,44.25,0.0003,2.0,1.0,2,A1,29.0,0.02,4.0,4.0,0.1097,79.11,0,1,8.0,7.0,1,1
20240126,02,10,5-1-3,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,1,A2,5.43,44.25,0.0003,2.0,1.0,3,A1,44.19,0.05,1.0,5.0,0.1097,79.11,0,1,8.0,7.0,1,1
20240126,02,10,5-1-4,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,1,A2,5.43,44.25,0.0003,2.0,1.0,4,B1,47.29,0.001,3.0,2.0,0.1097,79.11,0,1,8.0,7.0,1,1
20240126,02,10,5-1-6,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,1,A2,5.43,44.25,0.0003,2.0,1.0,6,B1,34.86,0.0013,5.0,3.0,0.1097,79.11,0,1,8.0,7.0,1,1
20240126,02,10,5-2-1,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,2,A1,6.9,29.0,0.02,4.0,4.0,1,A2,44.25,0.0003,2.0,1.0,0.09,63.86,0,0,8.0,7.0,1,1
20240126,02,10,5-2-3,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,2,A1,6.9,29.0,0.02,4.0,4.0,3,A1,44.19,0.05,1.0,5.0,0.09,63.86,0,0,8.0,7.0,1,1
20240126,02,10,5-2-4,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,2,A1,6.9,29.0,0.02,4.0,4.0,4,B1,47.29,0.001,3.0,2.0,0.09,63.86,0,0,8.0,7.0,1,1
20240126,02,10,5-2-6,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,2,A1,6.9,29.0,0.02,4.0,4.0,6,B1,34.86,0.0013,5.0,3.0,0.09,63.86,0,0,8.0,7.0,1,1
20240126,02,10,5-3-1,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,3,A1,6.22,44.19,0.05,1.0,5.0,1,A2,44.25,0.0003,2.0,1.0,0.06,79.05,0,0,8.0,7.0,1,1
20240126,02,10,5-3-2,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,3,A1,6.22,44.19,0.05,1.0,5.0,2,A1,29.0,0.02,4.0,4.0,0.06,79.05,0,0,8.0,7.0,1,1
20240126,02,10,5-3-4,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,3,A1,6.22,44.19,0.05,1.0,5.0,4,B1,47.29,0.001,3.0,2.0,0.06,79.05,0,0,8.0,7.0,1,1
20240126,02,10,5-3-6,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,3,A1,6.22,44.19,0.05,1.0,5.0,6,B1,34.86,0.0013,5.0,3.0,0.06,79.05,0,0,8.0,7.0,1,1
20240126,02,10,5-4-1,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,4,B1,4.73,47.29,0.001,3.0,2.0,1,A2,44.25,0.0003,2.0,1.0,0.109,82.15,0,0,8.0,7.0,1,1
20240126,02,10,5-4-2,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,4,B1,4.73,47.29,0.001,3.0,2.0,2,A1,29.0,0.02,4.0,4.0,0.109,82.15,0,0,8.0,7.0,1,1
20240126,02,10,5-4-3,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,4,B1,4.73,47.29,0.001,3.0,2.0,3,A1,44.19,0.05,1.0,5.0,0.109,82.15,0,0,8.0,7.0,1,1
20240126,02,10,5-4-6,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,4,B1,4.73,47.29,0.001,3.0,2.0,6,B1,34.86,0.0013,5.0,3.0,0.109,82.15,0,0,8.0,7.0,1,1
20240126,02,10,5-6-1,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,6,B1,4.52,34.86,0.0013,5.0,3.0,1,A2,44.25,0.0003,2.0,1.0,0.1087,69.72,0,0,8.0,7.0,1,1
20240126,02,10,5-6-2,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,6,B1,4.52,34.86,0.0013,5.0,3.0,2,A1,29.0,0.02,4.0,4.0,0.1087,69.72,0,0,8.0,7.0,1,1
20240126,02,10,5-6-3,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,6,B1,4.52,34.86,0.0013,5.0,3.0,3,A1,44.19,0.05,1.0,5.0,0.1087,69.72,0,0,8.0,7.0,1,1
20240126,02,10,5-6-4,0,5,A1,6.5,34.86,0.11,6.0,6.0,6.2,6,B1,4.52,34.86,0.0013,5.0,3.0,4,B1,47.29,0.001,3.0,2.0,0.1087,69.72,0,0,8.0,7.0,1,1
20240126,02,10,6-1-2,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,1,A2,5.43,44.25,0.0003,2.0,1.0,2,A1,29.0,0.02,4.0,4.0,0.001,79.11,0,1,8.0,7.0,1,1
20240126,02,10,6-1-3,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,1,A2,5.43,44.25,0.0003,2.0,1.0,3,A1,44.19,0.05,1.0,5.0,0.001,79.11,0,1,8.0,7.0,1,1
20240126,02,10,6-1-4,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,1,A2,5.43,44.25,0.0003,2.0,1.0,4,B1,47.29,0.001,3.0,2.0,0.001,79.11,0,1,8.0,7.0,1,1
20240126,02,10,6-1-5,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,1,A2,5.43,44.25,0.0003,2.0,1.0,5,A1,34.86,0.11,6.0,6.0,0.001,79.11,0,1,8.0,7.0,1,1
20240126,02,10,6-2-1,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,2,A1,6.9,29.0,0.02,4.0,4.0,1,A2,44.25,0.0003,2.0,1.0,-0.0187,63.86,0,0,8.0,7.0,1,1
20240126,02,10,6-2-3,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,2,A1,6.9,29.0,0.02,4.0,4.0,3,A1,44.19,0.05,1.0,5.0,-0.0187,63.86,0,0,8.0,7.0,1,1
20240126,02,10,6-2-4,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,2,A1,6.9,29.0,0.02,4.0,4.0,4,B1,47.29,0.001,3.0,2.0,-0.0187,63.86,0,0,8.0,7.0,1,1
20240126,02,10,6-2-5,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,2,A1,6.9,29.0,0.02,4.0,4.0,5,A1,34.86,0.11,6.0,6.0,-0.0187,63.86,0,0,8.0,7.0,1,1
20240126,02,10,6-3-1,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,3,A1,6.22,44.19,0.05,1.0,5.0,1,A2,44.25,0.0003,2.0,1.0,-0.0487,79.05,0,0,8.0,7.0,1,1
20240126,02,10,6-3-2,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,3,A1,6.22,44.19,0.05,1.0,5.0,2,A1,29.0,0.02,4.0,4.0,-0.0487,79.05,0,0,8.0,7.0,1,1
20240126,02,10,6-3-4,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,3,A1,6.22,44.19,0.05,1.0,5.0,4,B1,47.29,0.001,3.0,2.0,-0.0487,79.05,0,0,8.0,7.0,1,1
20240126,02,10,6-3-5,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,3,A1,6.22,44.19,0.05,1.0,5.0,5,A1,34.86,0.11,6.0,6.0,-0.0487,79.05,0,0,8.0,7.0,1,1
20240126,02,10,6-4-1,0,6,B1,4.52,34.86,0.0013,5.0,3.0,3.7,4,B1,4.73,47.29,0.001,3.0,2.0,1,A2,44.25,0.0003,2.0,1.0,0.0002999999999999999,82.15,0,0,8.0,7.0,1,1
